"SLIC","SLIC_Name","SLIC_Type","SLIC_State","OpTyp","SORT","CAP","SPAN","STRT","Facility.x","Facility.y"
"9009","OLYMPIC","HUB","CA","HUB","P",24941,403,400,-1.40130655905324,1.40906584397022
"9019","MAIN ST - LA","HUB","CA","HUB","N",39000,403,2200,-1.40066439622153,1.40864947989159
"9029","LA-GRANDE VISTA","HUB","CA","HUB","D",135000,478,1100,-1.40138827842315,1.40795788547893
"9353","MOJAVE","CTR","CA","PKG","L",2592,328,1700,-1.38552822014682,1.41653262486849
"9350","LANCASTER","CTR","CA","PKG","L",7180,328,1700,-1.39123043525536,1.41279544496664
"8939","LA GRANDE HUB","HUB","OR","HUB","L",2068,328,1700,-1.23043954418049,1.50720786964329
"9069","CERRITOS","HUB","CA","HUB","N",72000,403,2200,-1.40216419634628,1.4049475764869
"9179","SAN GABRIEL","HUB","CA","HUB","P",32632,403,400,-1.39897142969696,1.40572766774736
"9911","COLVILLE","CTR","WA","PKG","L",3788,328,1700,-1.17960628044546,1.53493028278102
"9279","ANAHEIM","HUB","CA","HUB","P",24967,403,400,-1.40202064941989,1.40240240047921
"9781","BAKER","CTR","OR","PKG","L",2460,328,1700,-1.23690507203455,1.49940128967943
"8940","WINNEMUCCA","CTR","NV","PKG","L",3239,328,1700,-1.29452047757359,1.46409710029102
"9269","LAGUNA","HUB","CA","HUB","P",21612,403,400,-1.40410281613859,1.39842153557327
"9351","LANCSTR-RIDGECREST R","CTR","CA","PKG","L",1752,328,1700,-1.3737189965152,1.41582310530368
"9169","ONTARIO HUB","HUB","CA","HUB","D",28049,478,1100,-1.3963020848328,1.40069878524782
"9949","GEIGER FIELD AIR SORT","ARPT","WA","APT","S",2325,403,300,-1.19133385872769,1.52239710227377
"9250","RIVERSIDE","CTR","CA","PKG","L",4187,328,1700,-1.3953662658917,1.3971938881332
"9929","SPOKANE","HUB","WA","HUB","D",44000,478,1100,-1.1894834256737,1.52060852219612
"9234","VICTORVILLE","CTR","CA","PKG","L",4632,328,1700,-1.38777962780897,1.40078219071954
"9784","LA GRND-ENTERPRISE R","CTR","OR","PKG","L",1215,328,1700,-1.22388607069165,1.49946143325809
"9240","CITRUS VALLEY","CTR","CA","PKG","L",4125,328,1700,-1.3934932275099,1.39688835365415
"9209","SAN MARCOS HUB","HUB","CA","HUB","P",15389,403,400,-1.40672211104004,1.38773480998326
"9231","TEMECULA","CTR","CA","PKG","L",3726,328,1700,-1.39766879042367,1.39311199146817
"9910","PULLMAN (8381)","CTR","WA","PKG","L",4074,328,1700,-1.20301814366035,1.51052925636693
"9219","SAN DIEGO","HUB","CA","HUB","P",18403,403,400,-1.41107554803253,1.38453057508082
"8350","LEWISTON (9940)","CTR","ID","PKG","L",5317,328,1700,-1.20671406278074,1.50577979364839
"9232","VICTORVLE-BARSTOW R","CTR","CA","PKG","L",2429,328,1700,-1.37954998764352,1.4007735423454
"9259","CHULA VISTA","HUB","CA","HUB","L",10493,328,1700,-1.41226941595178,1.38071334798856
"8362","PAYETTE (9791)","CTR","ID","PKG","L",1893,328,1700,-1.24204804506223,1.48341220022035
"8380","COEUR D ALENE","CTR","ID","PKG","L",4985,328,1700,-1.18570979218399,1.51571852999948
"8383","SANDPOINT (9912)","CTR","ID","PKG","L",3825,328,1700,-1.17510103869976,1.5186619903233
"8459","UTAH REGIONAL HUB","HUB","UT","HUB","L",5887,328,1700,-1.24666640557342,1.47474013893432
"9220","PALM SPRINGS","CTR","CA","PKG","L",4575,328,1700,-1.39158160738363,1.3856847180236
"9223","PLM SPG-YUCCA VLY R","CTR","CA","PKG","L",5382,328,1700,-1.386961178024,1.38752994087556
"8379","BOISE","HUB","ID","HUB","N",20000,403,2200,-1.24422567607702,1.47179380574402
"8329","BOISE AIR SORT","ARPT","ID","APT","S",999999,403,300,-1.24517408110907,1.4711266382036
"8351","GRANGEVILLE","CTR","ID","PKG","L",2930,328,1700,-1.20852342721503,1.49193905755362
"8361","MCCALL","CTR","ID","PKG","L",4024,328,1700,-1.22407961224924,1.4819505295781
"8980","ELKO","CTR","NV","PKG","L",4012,328,1700,-1.28203519926086,1.4404126448252
"8360","MOUNTAIN HOME","CTR","ID","PKG","L",2185,328,1700,-1.2478383346417,1.46101341033695
"9221","EL CENTRO","CTR","CA","PKG","L",4554,328,1700,-1.39970259185023,1.36478364971906
"5991","LIBBY","CTR","MT","PKG","L",2284,328,1700,-1.16719214012381,1.50917377270397
"8919","LAS VEGAS NORTH","HUB","NV","HUB","L",12942,328,1700,-1.34707948191125,1.39072742215278
"8909","LAS VEGAS SOUTH","HUB","NV","HUB","L",14707,328,1700,-1.34878067131662,1.3896048805542
"8930","ELY","CTR","NV","PKG","L",2991,328,1700,-1.29985793844802,1.4158175404526
"9222","BLYTHE (8532)","CTR","CA","PKG","L",2138,328,1700,-1.38036564579357,1.36050192811426
"8530","YUMA (9224)","CTR","AZ","PKG","L",3782,328,1700,-1.39369135899717,1.35170735967771
"8339","TWIN FALLS","HUB","ID","HUB","L",4985,328,1700,-1.2475495349257,1.44244779056803
"8641","LAKE HAVASU (9236)","CTR","AZ","PKG","L",2466,328,1700,-1.36553236487228,1.3655877245847
"5990","KALISPELL","CTR","MT","PKG","L",4306,328,1700,-1.16201981046434,1.4950695025473
"8332","HAILEY","CTR","ID","PKG","L",3522,328,1700,-1.2327764307704,1.44966864792279
"5980","MISSOULA","CTR","MT","PKG","L",4719,328,1700,-1.17998975769036,1.47936147306804
"8640","KINGMAN","CTR","AZ","PKG","L",2214,328,1700,-1.35138000417901,1.36796554614281
"8342","SALMON","CTR","ID","PKG","L",2179,328,1700,-1.20509569129676,1.4611240129602
"8331","BURLEY","CTR","ID","PKG","L",2121,328,1700,-1.24324721251133,1.43441152215015
"8472","ST. GEORGE","CTR","UT","PKG","L",5056,328,1700,-1.32137435269554,1.38068746826317
"8470","CEDAR CITY (8604)","CTR","UT","PKG","L",3060,328,1700,-1.30932909152723,1.38043068341893
"5970","BUTTE","CTR","MT","PKG","L",4906,328,1700,-1.18442339842139,1.45391306708954
"8320","POCATELLO","CTR","ID","PKG","L",4363,328,1700,-1.22919158109861,1.42364058873791
"5942","CUT BANK","CTR","MT","PKG","L",1543,328,1700,-1.142425999856,1.47918947708311
"8630","PRESCOTT","CTR","AZ","PKG","L",4643,328,1700,-1.34831082359392,1.34195402879251
"8461","DELTA","CTR","UT","PKG","L",4739,328,1700,-1.28295553147424,1.38487534713026
"8531","ESTRELLA","CTR","AZ","PKG","L",1402,328,1700,-1.36377506326176,1.33031868618181
"8509","PHOENIX","HUB","AZ","HUB","D",128000,478,1100,-1.36278838211412,1.32940711537814
"8349","IDAHO FALLS","HUB","ID","HUB","L",3277,328,1700,-1.21725320676755,1.42510801092142
"8519","PHOENIX GATEWAY","ARPT","AZ","APT","S",3510,403,300,-1.36280379033726,1.3275982995183
"8440","OGDEN","CTR","UT","PKG","L",4845,328,1700,-1.25067460203887,1.40210569328561
"5969","HELENA","HUB","MT","HUB","L",840000,328,1700,-1.17069128129336,1.4551763592147
"8419","SALT LAKE CITY","HUB","UT","HUB","D",40293,478,1100,-1.25713618974184,1.39685906878012
"8529","TEMPE","HUB","AZ","HUB","P",15136,403,400,-1.36199561488852,1.32604379302227
"8430","LOGAN (8326)","CTR","UT","PKG","L",4453,328,1700,-1.24138205737415,1.40642988026141
"8429","SALT LAKE AIR SORT","ARPT","UT","APT","S",3880,403,300,-1.2556376289927,1.39656605665465
"8471","SALINA","CTR","UT","PKG","L",2545,328,1700,-1.28195300010919,1.37889283741374
"8631","CAMP VERDE","CTR","AZ","PKG","L",7493,328,1700,-1.34505966493278,1.33658301387604
"8346","REXBURG (8327)","CTR","ID","PKG","L",2467,328,1700,-1.20988685286433,1.42567628490884
"8523","CASA GRANDE","CTR","AZ","PKG","L",4697,328,1700,-1.36830332309653,1.31941147248172
"8521","MESA","CTR","AZ","PKG","L",6157,328,1700,-1.36119021236543,1.32394016108413
"8460","PROVO","CTR","UT","PKG","L",11692,328,1700,-1.26164154084835,1.39041769984272
"8600","FLAGSTAFF","CTR","AZ","PKG","L",5124,328,1700,-1.3342235443339,1.33983080578978
"8321","SODA SPRINGS","CTR","ID","PKG","L",2250,328,1700,-1.22625039540063,1.41202783419655
"8602","PAGE","CTR","AZ","PKG","L",1794,328,1700,-1.30850737471996,1.3545719848744
"8552","PAYSON","CTR","AZ","PKG","L",3165,328,1700,-1.34578110840139,1.32717826716735
"5940","GREAT FALLS","CTR","MT","PKG","L",4025,328,1700,-1.15248881991709,1.45735462878209
"5971","BOZEMAN (8210)","CTR","MT","PKG","L",5438,328,1700,-1.17760983752924,1.43673442675283
"8293","EVANSTON","CTR","WY","PKG","L",2284,328,1700,-1.24206931543985,1.39181823153851
"8579","TUCSON","HUB","AZ","HUB","L",3803,328,1700,-1.37168183186063,1.30307336549459
"8565","NOGALES","CTR","AZ","PKG","L",3353,328,1700,-1.38359711900909,1.29486378808357
"8450","PRICE","CTR","UT","PKG","L",2012,328,1700,-1.26532956738549,1.37314156545034
"8300","JACKSON","CTR","WY","PKG","L",6287,328,1700,-1.2087680313735,1.41145657190453
"8550","GLOBE","CTR","AZ","PKG","L",2443,328,1700,-1.35316208197186,1.3123188432928
"8560","SIERRA VISTA","CTR","AZ","PKG","L",4234,328,1700,-1.3747073637144,1.28786184963669
"8601","HOLBROOK","CTR","AZ","PKG","L",3077,328,1700,-1.32640612714831,1.31999023912211
"8590","SHOW LOW","CTR","AZ","PKG","L",6069,328,1700,-1.33502474591246,1.3120456771032
"8551","SAFFORD","CTR","AZ","PKG","L",3145,328,1700,-1.3525004435486,1.29437306688961
"5950","HAVRE","CTR","MT","PKG","L",2932,328,1700,-1.12600360771471,1.45163958201482
"8451","MOAB","CTR","UT","PKG","L",2488,328,1700,-1.26996023400733,1.34896255809441
"8400","VERNAL","CTR","UT","PKG","L",2365,328,1700,-1.24262189785785,1.36754771557019
"5941","LEWISTOWN","CTR","MT","PKG","L",2144,328,1700,-1.14602173091383,1.43396587047923
"8290","ROCK SPRINGS","CTR","WY","PKG","L",5935,328,1700,-1.22459911209092,1.37606431958726
"8240","CODY","CTR","WY","PKG","L",3031,328,1700,-1.18039748294663,1.40388520764075
"8730","GALLUP","CTR","NM","PKG","L",3744,328,1700,-1.30620047017034,1.30922203240034
"8159","GRAND JUNCTION","HUB","CO","HUB","L",6320,328,1700,-1.25506770461781,1.34481274653689
"5929","BILLINGS AIR SORT","ARPT","MT","APT","S",2460,403,300,-1.15841338150293,1.41216273673057
"5919","BILLINGS","HUB","MT","HUB","D",20000,478,1100,-1.1590199842974,1.41163917927175
"8259","RIVERTON","HUB","WY","HUB","L",3578,328,1700,-1.1972639543099,1.38186198091504
"8801","SILVER CITY","CTR","NM","PKG","L",2577,328,1700,-1.34124554793706,1.27682644559595
"8740","FARMINGTON","CTR","NM","PKG","L",4026,328,1700,-1.28551205268613,1.31615705975183
"8140","MONTROSE","CTR","CO","PKG","L",5350,328,1700,-1.25800095569004,1.32976226805397
"8130","DURANGO","CTR","CO","PKG","L",6753,328,1700,-1.27542813568282,1.31715010915761
"8700","GRANTS","CTR","NM","PKG","L",3488,328,1700,-1.30458816318456,1.2960962067792
"5920","WOLF POINT","CTR","MT","PKG","L",2581,328,1700,-1.11600762774985,1.43189991908168
"8802","DEMING","CTR","NM","PKG","L",3079,328,1700,-1.34399654948027,1.26568810961923
"8162","CRAIG","CTR","CO","PKG","L",2407,328,1700,-1.22665908255753,1.34686077820147
"8161","GLENWOOD SPRINGS","CTR","CO","PKG","L",5742,328,1700,-1.23849046563425,1.33469924806533
"8230","RAWLINS","CTR","WY","PKG","L",2288,328,1700,-1.20588527685508,1.35665086946495
"8280","SHERIDAN (5900)","CTR","WY","PKG","L",2157,328,1700,-1.16150641251018,1.38511713656652
"8701","CUBA","CTR","NM","PKG","L",2158,328,1700,-1.28513768812738,1.29447260994608
"8046","STEAMBOAT SPRINGS-SP","CTR","CO","PKG","L",4022,328,1700,-1.2222638963321,1.34031143945116
"8121","GUNNISON","CTR","CO","PKG","L",2560,328,1700,-1.24962519139237,1.32007420347648
"8780","SOCORRO","CTR","NM","PKG","L",5709,328,1700,-1.31225340077284,1.27336056430163
"8800","LAS CRUCES-LAS CRUCES","CTR","NM","PKG","L",3463,328,1700,-1.33528832167334,1.2548218621384
"8711","ASPEN","CTR","NM","PKG","A",1089999,150,900,-1.29527156154508,1.28167849296458
"8729","ALBUQUERQUE INT","ARPT","NM","APT","S",1980,403,300,-1.29604271448404,1.28059934242999
"8719","ALBUQUERQUE","HUB","NM","HUB","D",58000,478,1100,-1.2946320978995,1.28143634742234
"7999","EL PASO","HUB","TX","HUB","P",8470,403,400,-1.33852546329867,1.24497934762927
"8269","CASPER","HUB","WY","HUB","N",20000,403,2200,-1.18400058822893,1.35871778510819
"8751","TAOS","CTR","NM","PKG","L",5513,328,1700,-1.27790954351982,1.28458621855357
"8040","SILVERTHORNE","CTR","CO","PKG","L",6742,328,1700,-1.22743649982243,1.32198447174742
"8750","SANTA FE","CTR","NM","PKG","L",4839,328,1700,-1.28259269201358,1.27997245814253
"8120","SALIDA","CTR","CO","PKG","L",3252,328,1700,-1.24215046139036,1.30952629309611
"8830","ALAMOGORDO","CTR","NM","PKG","L",5976,328,1700,-1.31930464758829,1.25154671976383
"8110","ALAMOSA","CTR","CO","PKG","L",2792,328,1700,-1.2560542710674,1.29704217561419
"5930","MILES CITY","CTR","MT","PKG","L",2167,328,1700,-1.12967323546431,1.3908682603793
"8201","LARAMIE","CTR","WY","PKG","L",3307,328,1700,-1.20006704991295,1.33445951340198
"8270","GILLETTE","CTR","WY","PKG","L",5455,328,1700,-1.15819527945069,1.36516951757478
"8030","BOULDER","CTR","CO","PKG","L",5143,328,1700,-1.21531058453889,1.31718408930786
"8113","CANON CITY","CTR","CO","PKG","L",2228,328,1700,-1.23711324741095,1.30034170423397
"8771","LAS VEGAS","CTR","NM","PKG","L",3638,328,1700,-1.27634428598394,1.2706402677484
"8050","LOVELAND","CTR","CO","PKG","L",5880,328,1700,-1.20781610735175,1.32009688240615
"8057","LONGMONT","CTR","CO","PKG","L",5097,328,1700,-1.21201416529673,1.31689493589243
"8029","DENVER","HUB","CO","HUB","N",154000,403,2200,-1.21592299093733,1.31123062040492
"8010","ENGLEWOOD-CENTENNIAL","CTR","CO","PKG","L",23869,328,1700,-1.21850072802686,1.30823236047984
"8200","CHEYENNE","CTR","WY","PKG","L",3471,328,1700,-1.19665234803581,1.32456653261011
"5931","GLENDIVE","CTR","MT","PKG","L",2310,328,1700,-1.11175005274485,1.38812242194647
"8063","GREELEY","CTR","CO","PKG","L",5335,328,1700,-1.20508458895821,1.3155864065755
"8039","DIA (DENVER)","ARPT","CO","APT","S",9180,403,300,-1.21337644677675,1.30918575974515
"8095","CO.SPRINGS-BROADMOOR","CTR","CO","PKG","L",14143,328,1700,-1.22677377534167,1.29894519987394
"8102","PUEBLO","CTR","CO","PKG","L",5230,328,1700,-1.23540647237301,1.29171239103538
"8770","SPRINGER","CTR","NM","PKG","L",2529,328,1700,-1.26051052699795,1.27159873489691
"8820","ROSWELL","CTR","NM","PKG","L",2904,328,1700,-1.30047709687097,1.23940457465759
"8109","TRINIDAD","HUB","CO","HUB","L",2800,328,1700,-1.24827553532485,1.27924415162191
"8821","CARLSBAD","CTR","NM","PKG","L",6907,328,1700,-1.3112132076555,1.22657216277116
"8840","TUCUMCARI","CTR","NM","PKG","L",4705,328,1700,-1.26929468650477,1.24936275310293
"6931","SCOTTSBLUFF","CTR","NE","PKG","L",2140,328,1700,-1.17706244129114,1.32012948037818
"7980","ALPINE CENTER","CTR","TX","PKG","L",2076,328,1700,-1.33402063323159,1.19770780835863
"5880","WILLISTON","CTR","ND","PKG","L",3160,328,1700,-1.08795125689851,1.38894379350754
"5771","STURGIS (8271)","CTR","SD","PKG","L",2440,328,1700,-1.14030284504898,1.34637908999088
"8101","LA JUNTA","CTR","CO","PKG","L",2356,328,1700,-1.22830922831782,1.27762374527406
"8070","STERLING","CTR","CO","PKG","L",6074,328,1700,-1.19031399782034,1.30201045358289
"5770","RAPID CITY-RAPID CTY","CTR","SD","PKG","L",4040,328,1700,-1.14245704852553,1.33922079169928
"8810","CLOVIS","CTR","NM","PKG","L",5033,328,1700,-1.27496217728658,1.23471934129826
"8822","HOBBS","CTR","NM","PKG","L",2667,328,1700,-1.29757260901717,1.21657422246413
"6911","SIDNEY","CTR","NE","PKG","L",1840,328,1700,-1.18131063001404,1.30536165902041
"6930","ALLIANCE","CTR","NE","PKG","L",1500,328,1700,-1.16742310918474,1.3147116395858
"5860","DICKINSON","CTR","ND","PKG","L",5000,328,1700,-1.10020156867257,1.3666906703182
"8105","LAMAR","CTR","CO","PKG","L",2337,328,1700,-1.22019059130921,1.26849460108211
"7976","ODESSA","CTR","TX","PKG","L",3165,328,1700,-1.30181034676564,1.19849571502357
"8080","BURLINGTON","CTR","CO","PKG","L",2043,328,1700,-1.20099291526181,1.27826617416658
"7979","MIDLAND","HUB","TX","HUB","L",4069,328,1700,-1.29860654280091,1.19725121522976
"7939","AMARILLO","HUB","TX","HUB","L",3604,328,1700,-1.25242182470537,1.22888645428564
"7940","LUBBOCK","CTR","TX","PKG","L",8670,328,1700,-1.27448214986969,1.21097976475991
"7901","PLAINVIEW","CTR","TX","PKG","L",7864,328,1700,-1.26656868555458,1.21636598634364
"7390","GUYMON","CTR","OK","PKG","L",3407,328,1700,-1.22921365843769,1.24103363753469
"5870","MINOT","CTR","ND","PKG","L",4960,328,1700,-1.07107853121037,1.36633502852976
"6770","COLBY","CTR","KS","PKG","L",3247,328,1700,-1.18916488943067,1.26592503197151
"7900","PAMPA","CTR","TX","PKG","L",5436,328,1700,-1.24041307322363,1.22312677368398
"7880","DEL RIO","CTR","TX","PKG","L",1583,328,1700,-1.32173746499929,1.15479153935022
"6781","GARDEN CITY","CTR","KS","PKG","L",4167,328,1700,-1.20656137872249,1.24893168336361
"6919","NORTH PLATTE","HUB","NE","HUB","N",20000,403,2200,-1.16309597570544,1.28211033620236
"5850","BISMARCK-BISMARCK","CTR","ND","PKG","L",810000,328,1700,-1.0846985962469,1.34632887605177
"6900","MC COOK","CTR","NE","PKG","L",3400,328,1700,-1.17466762036959,1.27101744909291
"7882","EAGLE PASS","CTR","TX","PKG","L",2158,328,1700,-1.32681603701665,1.14321662328937
"5760","MOBRIDGE","CTR","SD","PKG","L",1780,328,1700,-1.10034037451953,1.32865229142842
"7690","SAN ANGELO","CTR","TX","PKG","L",3905,328,1700,-1.28815752849657,1.17228687397315
"5750","PIERRE","CTR","SD","PKG","L",2220,328,1700,-1.11581097104644,1.31453011235023
"6780","DODGE CITY","CTR","KS","PKG","L",3823,328,1700,-1.20247279756829,1.23751903624773
"5753","WINNER (6920)","CTR","SD","PKG","L",2020,328,1700,-1.12529187429261,1.29848157841595
"7960","ABILENE","CTR","TX","PKG","L",4197,328,1700,-1.27067793759576,1.17655730056225
"7884","UVALDE","CTR","TX","PKG","L",1871,328,1700,-1.31326548456364,1.14050108804317
"6882","BROKEN BOW","CTR","NE","PKG","L",2020,328,1700,-1.1501489870978,1.27404652284143
"7800","LAREDO","CTR","TX","PKG","L",3576,328,1700,-1.3321492943906,1.11931665501579
"7380","WOODWARD","CTR","OK","PKG","L",7250,328,1700,-1.21463236793146,1.21639420671718
"6760","HAYS","CTR","KS","PKG","L",4618,328,1700,-1.18118370284681,1.24229491000305
"7351","ALTUS","CTR","OK","PKG","L",3135,328,1700,-1.23724333973679,1.19510734292969
"7631","VERNON","CTR","TX","PKG","L",2206,328,1700,-1.24341843535272,1.18965813815667
"7801","KERRVILLE","CTR","TX","PKG","L",3864,328,1700,-1.29610149207513,1.14171065107127
"6881","KEARNEY","CTR","NE","PKG","L",4960,328,1700,-1.15497440254096,1.26029476094187
"7680","BROWNWOOD","CTR","TX","PKG","L",4069,328,1700,-1.27303147374119,1.1585888315276
"7360","CLINTON","CTR","OK","PKG","L",5092,328,1700,-1.2224843504452,1.20127264659538
"5830","DEVILS LAKE","CTR","ND","PKG","L",2200,328,1700,-1.05244063973752,1.34321050799735
"6750","GREAT BEND","CTR","KS","PKG","L",5097,328,1700,-1.18319339239438,1.23092209966234
"5840","JAMESTOWN","CTR","ND","PKG","L",3880,328,1700,-1.06808745547802,1.32782748812475
"7821","LEON VALLEY","CTR","TX","PKG","L",4152,328,1700,-1.29821680685762,1.13047539903454
"6871","O'NEILL","CTR","NE","PKG","L",1620,328,1700,-1.12739395385369,1.27568016102837
"7639","WICHITA FALLS HUB","HUB","TX","HUB","L",4891,328,1700,-1.2392872079816,1.17810818940234
"5740","ABERDEEN","CTR","SD","PKG","L",4320,328,1700,-1.08587409669509,1.30909719009695
"7805","PLEASANTON","CTR","TX","PKG","L",2117,328,1700,-1.30410050447467,1.12252383546659
"7919","SAN ANT AIR SORT","ARPT","TX","APT","M",1089999,400,600,-1.29637749884299,1.12909536043211
"6890","HASTINGS","CTR","NE","PKG","L",4040,328,1700,-1.15065225363824,1.25219867762057
"7350","LAWTON","CTR","OK","PKG","L",3293,328,1700,-1.22959513804311,1.18455443526216
"7829","SAN ANTONIO","HUB","TX","HUB","N",38000,403,2200,-1.29586428170399,1.12719395136361
"6880","GRAND ISLAND","CTR","NE","PKG","L",4040,328,1700,-1.14518583653053,1.25543182097421
"7851","MCALLEN","CTR","TX","PKG","L",2710,328,1700,-1.33699993771591,1.08886541000629
"5730","MITCHELL","CTR","SD","PKG","L",4240,328,1700,-1.10566660789778,1.28417895381387
"7860","SAN MARCOS","CTR","TX","PKG","L",3124,328,1700,-1.28666618843579,1.12668833282781
"5733","HURON","CTR","SD","PKG","L",2000,328,1700,-1.09596044377246,1.29113654930802
"7811","KENEDY","CTR","TX","PKG","L",2425,328,1700,-1.29899982296075,1.11518524095874
"6751","HUTCHINSON","CTR","KS","PKG","L",4850,328,1700,-1.17917905048143,1.21847937058568
"7369","ENID AIR SORT","ARPT","OK","APT","S",1009999,403,300,-1.20094518570223,1.19956658889841
"7601","GRANBURY","CTR","TX","PKG","L",2946,328,1700,-1.25221304521695,1.15416079195561
"7859","HARLINGEN GATEWAY","HUB","TX","HUB","S",1215,403,300,-1.33212729125454,1.08246563583435
"7850","HARLINGEN","CTR","TX","PKG","L",4932,328,1700,-1.33222803396303,1.08212673002826
"7669","AUSTIN GATEWAY","ARPT","TX","APT","S",1695,403,300,-1.27956283459504,1.12755483663626
"7879","AUSTIN","HUB","TX","HUB","P",15840,403,400,-1.27792678028036,1.12882159187297
"6749","SALINA","HUB","KS","HUB","N",20000,403,2200,-1.16674557143805,1.224800529096
"7309","OKLAHOMA CITY","ARPT","OK","APT","S",831,403,300,-1.21150730842501,1.18516563661648
"7319","OKLAHOMA CITY","HUB","OK","HUB","A",1189999,150,900,-1.21063825582793,1.18570755162932
"7652","BELTON","CTR","TX","PKG","L",3042,328,1700,-1.26662119200999,1.13467482332342
"7849","CORPUS CHRISTI","HUB","TX","HUB","L",3083,328,1700,-1.30894150003713,1.09775969144106
"7852","BROWNSVILLE","CTR","TX","PKG","L",3247,328,1700,-1.33329738499535,1.07637756828406
"6719","WICHITA","ARPT","KS","APT","S",1169999,403,300,-1.18049164975946,1.20909461005492
"6870","NORFOLK","CTR","NE","PKG","L",4600,328,1700,-1.12350977995835,1.25862143744213
"6729","WICHITA","HUB","KS","HUB","N",8546,403,2200,-1.18034165606006,1.20847342702243
"6860","COLUMBUS","CTR","NE","PKG","L",4480,328,1700,-1.13022629645791,1.25144525421825
"7523","DALLAS-IRVING","CTR","TX","PKG","P",870000,403,400,-1.24050348669898,1.15527667445343
"7619","FORT WORTH","HUB","TX","HUB","P",17010,403,400,-1.24305616318833,1.15272937011656
"7340","ARDMORE","CTR","OK","PKG","L",3509,328,1700,-1.22464924278824,1.16810249127646
"7645","Customer Location","CSL","TX","CSL","L",980000,328,1700,-1.23978021077025,1.15404180922617
"5720","WATERTOWN","CTR","SD","PKG","L",3440,328,1700,-1.08253219008428,1.28981245292589
"7670","WACO CENTER","CTR","TX","PKG","L",2988,328,1700,-1.25711952512399,1.13669125719875
"7620","DENTON","CTR","TX","PKG","L",5817,328,1700,-1.23553033891373,1.15512923151925
"7460","PONCA CITY","CTR","OK","PKG","L",5163,328,1700,-1.1896351144428,1.19496824690161
"7600","ARLINGTON","CTR","TX","PKG","L",2389,328,1700,-1.24114002653561,1.14959252110247
"7401","STILLWATER","CTR","OK","PKG","L",5943,328,1700,-1.19720908434935,1.18755035538522
"5820","GRAND FORKS (5671)","CTR","ND","PKG","L",4320,328,1700,-1.04122851359226,1.32409570667787
"7539","DFW RAMP","HUB","TX","HUB","S",1119999,403,300,-1.23834167192957,1.15113500000623
"7790","VICTORIA","CTR","TX","PKG","L",4809,328,1700,-1.29154759129343,1.10342146340747
"5700","VERMILLION","CTR","SD","PKG","L",1960,328,1700,-1.10869830730787,1.26312523253073
"7480","SHAWNEE","CTR","OK","PKG","L",5077,328,1700,-1.20589961948173,1.17735671854726
"5819","FARGO","HUB","ND","HUB","N",20000,403,2200,-1.05303982732765,1.3104747488095
"5701","BROOKINGS","CTR","SD","PKG","L",1940,328,1700,-1.08734651815719,1.27969515503931
"5719","SIOUX FALLS","HUB","SD","HUB","D",20000,478,1100,-1.09679666448216,1.27067942199988
"6830","BEATRICE","CTR","NE","PKG","L",1980,328,1700,-1.14003705167785,1.23238944449406
"6850","LINCOLN","CTR","NE","PKG","L",8160,328,1700,-1.13202814416559,1.23797195609966
"7519","MESQUITE","HUB","TX","HUB","D",91000,478,1100,-1.2365412583754,1.14560627531835
"7502","SHERMAN","CTR","TX","PKG","L",4384,328,1700,-1.22417079490798,1.1548897986849
"6650","MANHATTAN-MANHATTAN","CTR","KS","PKG","L",5097,328,1700,-1.15259206149981,1.21771893829819
"5110","SIOUX CITY-METRO","CTR","IA","PKG","L",760000,328,1700,-1.10764585442528,1.25442311742706
"7780","BRYAN","CTR","TX","PKG","L",5015,328,1700,-1.26070920892062,1.11809494272618
"6609","EMPORIA AIRPORT","ARPT","KS","APT","S",900000,403,300,-1.15985514355253,1.20526136888119
"5670","THIEF RIVER FALLS","CTR","MN","PKG","L",13826,328,1700,-1.03090550596695,1.31895161675558
"5652","FERGUS FALLS (5800)","CTR","MN","PKG","L",4328,328,1700,-1.05480742587497,1.29641852197474
"6819","OMAHA","HUB","NE","HUB","N",53000,403,2200,-1.12097166454314,1.23505369470106
"5622","MORRIS","CTR","MN","PKG","L",3515,328,1700,-1.06290420043466,1.28632277744009
"6879","EPPLEY (OMAHA)","ARPT","NE","APT","S",1880,403,300,-1.11924638443956,1.23577207995297
"7409","TULSA","ARPT","OK","APT","S",1009,403,300,-1.18543210926621,1.17625964728109
"7419","TULSA","HUB","OK","HUB","P",12652,403,400,-1.18646611321296,1.17454594642116
"6842","AUBURN","CTR","NE","PKG","L",2280,328,1700,-1.13049190338738,1.22440863524069
"5653","DETROIT LAKES","CTR","MN","PKG","L",5015,328,1700,-1.04569543382428,1.30022685690005
"7450","MC ALESTER","CTR","OK","PKG","L",4403,328,1700,-1.20032113626478,1.16060594281588
"5610","SLAYTON","CTR","MN","PKG","L",3609,328,1700,-1.08269134655872,1.26603215929267
"6660","TOPEKA","CTR","KS","PKG","L",3247,328,1700,-1.14635549424503,1.20719363594974
"7580","PALESTINE","CTR","TX","PKG","L",4280,328,1700,-1.24030777754464,1.12262379113644
"7540","SULPHUR SPRINGS","CTR","TX","PKG","L",3381,328,1700,-1.22226110629106,1.13800750063349
"5621","GRANITE FALLS","CTR","MN","PKG","L",5524,328,1700,-1.0701816136969,1.27373688842449
"7749","STAFFORD","HUB","TX","HUB","P",24797,403,400,-1.26643479247524,1.09715961813805
